,frame,cell number,voltage,resistance,current,power,temperature_1,temperature_2
2015,288,cell_average,3.374333333333334,0.3245,8.173,165.470558,27.1,28.1
2016,289,cell_1,3.315,0.324,7.55,154.6693,27.200000000000003,28.1
2017,289,cell_2,3.451,0.325,7.55,154.6693,27.200000000000003,28.1
2018,289,cell_3,3.4330000000000003,0.322,7.55,154.6693,27.200000000000003,28.1
2019,289,cell_4,3.375,0.322,7.55,154.6693,27.200000000000003,28.1
2020,289,cell_5,3.456,0.327,7.55,154.6693,27.200000000000003,28.1
2021,289,cell_6,3.456,0.327,7.55,154.6693,27.200000000000003,28.1
2022,289,cell_average,3.4143333333333334,0.3245,7.55,154.6693,27.200000000000003,28.1
2023,290,cell_1,3.315,0.324,7.005,143.50443,27.200000000000003,28.1
2024,290,cell_2,3.451,0.325,7.005,143.50443,27.200000000000003,28.1
2025,290,cell_3,3.4330000000000003,0.322,7.005,143.50443,27.200000000000003,28.1
2026,290,cell_4,3.375,0.322,7.005,143.50443,27.200000000000003,28.1
2027,290,cell_5,3.456,0.327,7.005,143.50443,27.200000000000003,28.1
2028,290,cell_6,3.456,0.327,7.005,143.50443,27.200000000000003,28.1
2029,290,cell_average,3.4143333333333334,0.3245,7.005,143.50443,27.200000000000003,28.1
2030,291,cell_1,3.461,0.324,6.9270000000000005,143.04255,27.200000000000003,28.200000000000003
2031,291,cell_2,3.469,0.325,6.9270000000000005,143.04255,27.200000000000003,28.200000000000003
2032,291,cell_3,3.4330000000000003,0.322,6.9270000000000005,143.04255,27.200000000000003,28.200000000000003
2033,291,cell_4,3.375,0.322,6.9270000000000005,143.04255,27.200000000000003,28.200000000000003
2034,291,cell_5,3.456,0.327,6.9270000000000005,143.04255,27.200000000000003,28.200000000000003
2035,291,cell_6,3.456,0.327,6.9270000000000005,143.04255,27.200000000000003,28.200000000000003
2036,291,cell_average,3.4416666666666664,0.3245,6.9270000000000005,143.04255,27.200000000000003,28.200000000000003
2037,292,cell_1,3.461,0.324,10.274000000000001,212.1581,27.200000000000003,28.200000000000003
2038,292,cell_2,3.469,0.325,10.274000000000001,212.1581,27.200000000000003,28.200000000000003
2039,292,cell_3,3.4330000000000003,0.322,10.274000000000001,212.1581,27.200000000000003,28.200000000000003
2040,292,cell_4,3.375,0.322,10.274000000000001,212.1581,27.200000000000003,28.200000000000003
2041,292,cell_5,3.456,0.327,10.274000000000001,212.1581,27.200000000000003,28.200000000000003
2042,292,cell_6,3.456,0.327,10.274000000000001,212.1581,27.200000000000003,28.200000000000003
2043,292,cell_average,3.4416666666666664,0.3245,10.274000000000001,212.1581,27.200000000000003,28.200000000000003
2044,293,cell_1,3.461,0.324,10.274000000000001,209.89782000000002,27.200000000000003,28.200000000000003
2045,293,cell_2,3.362,0.325,10.274000000000001,209.89782000000002,27.200000000000003,28.200000000000003
2046,293,cell_3,3.407,0.322,10.274000000000001,209.89782000000002,27.200000000000003,28.200000000000003
2047,293,cell_4,3.35,0.322,10.274000000000001,209.89782000000002,27.200000000000003,28.200000000000003
2048,293,cell_5,3.438,0.327,10.274000000000001,209.89782000000002,27.200000000000003,28.200000000000003
2049,293,cell_6,3.412,0.327,10.274000000000001,209.89782000000002,27.200000000000003,28.200000000000003
2050,293,cell_average,3.405,0.3245,10.274000000000001,209.89782000000002,27.200000000000003,28.200000000000003
2051,294,cell_1,3.461,0.324,9.262,189.22266000000002,27.3,28.200000000000003
2052,294,cell_2,3.362,0.325,9.262,189.22266000000002,27.3,28.200000000000003
2053,294,cell_3,3.407,0.322,9.262,189.22266000000002,27.3,28.200000000000003
2054,294,cell_4,3.35,0.322,9.262,189.22266000000002,27.3,28.200000000000003
2055,294,cell_5,3.438,0.327,9.262,189.22266000000002,27.3,28.200000000000003
2056,294,cell_6,3.412,0.327,9.262,189.22266000000002,27.3,28.200000000000003
2057,294,cell_average,3.405,0.3245,9.262,189.22266000000002,27.3,28.200000000000003
2058,295,cell_1,3.375,0.324,7.005,142.52373,27.3,28.3
2059,295,cell_2,3.364,0.325,7.005,142.52373,27.3,28.3
2060,295,cell_3,3.407,0.322,7.005,142.52373,27.3,28.3
2061,295,cell_4,3.35,0.322,7.005,142.52373,27.3,28.3
2062,295,cell_5,3.438,0.327,7.005,142.52373,27.3,28.3
2063,295,cell_6,3.412,0.327,7.005,142.52373,27.3,28.3
2064,295,cell_average,3.391,0.3245,7.005,142.52373,27.3,28.3
2065,296,cell_1,3.375,0.324,10.041,202.12533,27.400000000000002,28.3
2066,296,cell_2,3.404,0.325,10.041,202.12533,27.400000000000002,28.3
2067,296,cell_3,3.376,0.322,10.041,202.12533,27.400000000000002,28.3
2068,296,cell_4,3.214,0.322,10.041,202.12533,27.400000000000002,28.3
2069,296,cell_5,3.383,0.327,10.041,202.12533,27.400000000000002,28.3
2070,296,cell_6,3.378,0.327,10.041,202.12533,27.400000000000002,28.3
2071,296,cell_average,3.355,0.3245,10.041,202.12533,27.400000000000002,28.3
2072,297,cell_1,3.375,0.324,8.951,180.38055200000002,27.400000000000002,28.3
2073,297,cell_2,3.404,0.325,8.951,180.38055200000002,27.400000000000002,28.3
2074,297,cell_3,3.355,0.322,8.951,180.38055200000002,27.400000000000002,28.3
2075,297,cell_4,3.257,0.322,8.951,180.38055200000002,27.400000000000002,28.3
2076,297,cell_5,3.383,0.327,8.951,180.38055200000002,27.400000000000002,28.3
2077,297,cell_6,3.378,0.327,8.951,180.38055200000002,27.400000000000002,28.3
2078,297,cell_average,3.3586666666666667,0.3245,8.951,180.38055200000002,27.400000000000002,28.3
2079,298,cell_1,3.353,0.324,8.017,160.941275,27.400000000000002,28.400000000000002
2080,298,cell_2,3.349,0.325,8.017,160.941275,27.400000000000002,28.400000000000002
2081,298,cell_3,3.355,0.322,8.017,160.941275,27.400000000000002,28.400000000000002
2082,298,cell_4,3.257,0.322,8.017,160.941275,27.400000000000002,28.400000000000002
2083,298,cell_5,3.383,0.327,8.017,160.941275,27.400000000000002,28.400000000000002
2084,298,cell_6,3.378,0.327,8.017,160.941275,27.400000000000002,28.400000000000002
2085,298,cell_average,3.345833333333333,0.3245,8.017,160.941275,27.400000000000002,28.400000000000002
2086,299,cell_1,3.353,0.324,8.017,160.941275,27.400000000000002,28.400000000000002
2087,299,cell_2,3.349,0.325,8.017,160.941275,27.400000000000002,28.400000000000002
2088,299,cell_3,3.355,0.322,8.017,160.941275,27.400000000000002,28.400000000000002
2089,299,cell_4,3.257,0.322,8.017,160.941275,27.400000000000002,28.400000000000002
2090,299,cell_5,3.383,0.327,8.017,160.941275,27.400000000000002,28.400000000000002
2091,299,cell_6,3.378,0.327,8.017,160.941275,27.400000000000002,28.400000000000002
2092,299,cell_average,3.345833333333333,0.3245,8.017,160.941275,27.400000000000002,28.400000000000002
2093,300,cell_1,3.353,0.324,8.173,167.374867,27.5,28.400000000000002
2094,300,cell_2,3.455,0.325,8.173,167.374867,27.5,28.400000000000002
2095,300,cell_3,3.4410000000000003,0.322,8.173,167.374867,27.5,28.400000000000002
2096,300,cell_4,3.321,0.322,8.173,167.374867,27.5,28.400000000000002
2097,300,cell_5,3.455,0.327,8.173,167.374867,27.5,28.400000000000002
2098,300,cell_6,3.454,0.327,8.173,167.374867,27.5,28.400000000000002
2099,300,cell_average,3.4131666666666667,0.3245,8.173,167.374867,27.5,28.400000000000002
2100,301,cell_1,3.353,0.324,8.718,178.535922,27.5,28.400000000000002
2101,301,cell_2,3.455,0.325,8.718,178.535922,27.5,28.400000000000002
2102,301,cell_3,3.4410000000000003,0.322,8.718,178.535922,27.5,28.400000000000002
2103,301,cell_4,3.321,0.322,8.718,178.535922,27.5,28.400000000000002
2104,301,cell_5,3.455,0.327,8.718,178.535922,27.5,28.400000000000002
2105,301,cell_6,3.454,0.327,8.718,178.535922,27.5,28.400000000000002
2106,301,cell_average,3.4131666666666667,0.3245,8.718,178.535922,27.5,28.400000000000002
2107,302,cell_1,3.3240000000000003,0.324,8.406,169.52380200000002,27.5,28.5
2108,302,cell_2,3.344,0.325,8.406,169.52380200000002,27.5,28.5
2109,302,cell_3,3.366,0.322,8.406,169.52380200000002,27.5,28.5
2110,302,cell_4,3.224,0.322,8.406,169.52380200000002,27.5,28.5
2111,302,cell_5,3.455,0.327,8.406,169.52380200000002,27.5,28.5
2112,302,cell_6,3.454,0.327,8.406,169.52380200000002,27.5,28.5
2113,302,cell_average,3.361166666666667,0.3245,8.406,169.52380200000002,27.5,28.5
2114,303,cell_1,3.3240000000000003,0.324,10.664,215.060888,27.5,28.5
2115,303,cell_2,3.344,0.325,10.664,215.060888,27.5,28.5
2116,303,cell_3,3.366,0.322,10.664,215.060888,27.5,28.5
2117,303,cell_4,3.224,0.322,10.664,215.060888,27.5,28.5
2118,303,cell_5,3.455,0.327,10.664,215.060888,27.5,28.5
2119,303,cell_6,3.454,0.327,10.664,215.060888,27.5,28.5
2120,303,cell_average,3.361166666666667,0.3245,10.664,215.060888,27.5,28.5
2121,304,cell_1,3.3240000000000003,0.324,11.598,230.16231,27.5,28.5
2122,304,cell_2,3.344,0.325,11.598,230.16231,27.5,28.5
2123,304,cell_3,3.366,0.322,11.598,230.16231,27.5,28.5
2124,304,cell_4,3.224,0.322,11.598,230.16231,27.5,28.5
2125,304,cell_5,3.3240000000000003,0.327,11.598,230.16231,27.5,28.5
2126,304,cell_6,3.263,0.327,11.598,230.16231,27.5,28.5
2127,304,cell_average,3.3074999999999997,0.3245,11.598,230.16231,27.5,28.5
2128,305,cell_1,3.3240000000000003,0.324,11.598,230.16231,27.5,28.5
2129,305,cell_2,3.344,0.325,11.598,230.16231,27.5,28.5
2130,305,cell_3,3.366,0.322,11.598,230.16231,27.5,28.5
2131,305,cell_4,3.224,0.322,11.598,230.16231,27.5,28.5
2132,305,cell_5,3.3240000000000003,0.327,11.598,230.16231,27.5,28.5
2133,305,cell_6,3.263,0.327,11.598,230.16231,27.5,28.5
2134,305,cell_average,3.3074999999999997,0.3245,11.598,230.16231,27.5,28.5
2135,306,cell_1,3.3770000000000002,0.324,11.286,224.749404,27.5,28.6
2136,306,cell_2,3.387,0.325,11.286,224.749404,27.5,28.6
2137,306,cell_3,3.336,0.322,11.286,224.749404,27.5,28.6
2138,306,cell_4,3.227,0.322,11.286,224.749404,27.5,28.6
2139,306,cell_5,3.3240000000000003,0.327,11.286,224.749404,27.5,28.6
2140,306,cell_6,3.263,0.327,11.286,224.749404,27.5,28.6
2141,306,cell_average,3.3190000000000004,0.3245,11.286,224.749404,27.5,28.6
2142,307,cell_1,3.3770000000000002,0.324,9.963000000000001,198.40318200000004,27.5,28.6
2143,307,cell_2,3.387,0.325,9.963000000000001,198.40318200000004,27.5,28.6
2144,307,cell_3,3.336,0.322,9.963000000000001,198.40318200000004,27.5,28.6
2145,307,cell_4,3.227,0.322,9.963000000000001,198.40318200000004,27.5,28.6
2146,307,cell_5,3.3240000000000003,0.327,9.963000000000001,198.40318200000004,27.5,28.6
2147,307,cell_6,3.263,0.327,9.963000000000001,198.40318200000004,27.5,28.6
2148,307,cell_average,3.3190000000000004,0.3245,9.963000000000001,198.40318200000004,27.5,28.6
2149,308,cell_1,3.3770000000000002,0.324,8.718,176.01641999999998,27.5,28.6
2150,308,cell_2,3.387,0.325,8.718,176.01641999999998,27.5,28.6
2151,308,cell_3,3.336,0.322,8.718,176.01641999999998,27.5,28.6
2152,308,cell_4,3.3080000000000003,0.322,8.718,176.01641999999998,27.5,28.6
2153,308,cell_5,3.3930000000000002,0.327,8.718,176.01641999999998,27.5,28.6
2154,308,cell_6,3.3890000000000002,0.327,8.718,176.01641999999998,27.5,28.6
2155,308,cell_average,3.3649999999999998,0.3245,8.718,176.01641999999998,27.5,28.6
2156,309,cell_1,3.394,0.324,10.741,217.666365,27.6,28.700000000000003
2157,309,cell_2,3.395,0.325,10.741,217.666365,27.6,28.700000000000003
2158,309,cell_3,3.403,0.322,10.741,217.666365,27.6,28.700000000000003
2159,309,cell_4,3.291,0.322,10.741,217.666365,27.6,28.700000000000003
2160,309,cell_5,3.3930000000000002,0.327,10.741,217.666365,27.6,28.700000000000003
2161,309,cell_6,3.3890000000000002,0.327,10.741,217.666365,27.6,28.700000000000003
2162,309,cell_average,3.3775,0.3245,10.741,217.666365,27.6,28.700000000000003
2163,310,cell_1,3.394,0.324,8.873,179.77585299999998,27.6,28.700000000000003
2164,310,cell_2,3.398,0.325,8.873,179.77585299999998,27.6,28.700000000000003
2165,310,cell_3,3.396,0.322,8.873,179.77585299999998,27.6,28.700000000000003
2166,310,cell_4,3.291,0.322,8.873,179.77585299999998,27.6,28.700000000000003
2167,310,cell_5,3.3930000000000002,0.327,8.873,179.77585299999998,27.6,28.700000000000003
2168,310,cell_6,3.3890000000000002,0.327,8.873,179.77585299999998,27.6,28.700000000000003
2169,310,cell_average,3.3768333333333334,0.3245,8.873,179.77585299999998,27.6,28.700000000000003
2170,311,cell_1,3.394,0.324,8.873,181.310882,27.6,28.700000000000003
2171,311,cell_2,3.398,0.325,8.873,181.310882,27.6,28.700000000000003
2172,311,cell_3,3.396,0.322,8.873,181.310882,27.6,28.700000000000003
2173,311,cell_4,3.36,0.322,8.873,181.310882,27.6,28.700000000000003
2174,311,cell_5,3.443,0.327,8.873,181.310882,27.6,28.700000000000003
2175,311,cell_6,3.443,0.327,8.873,181.310882,27.6,28.700000000000003
2176,311,cell_average,3.405666666666667,0.3245,8.873,181.310882,27.6,28.700000000000003
2177,312,cell_1,3.394,0.324,6.772,138.379048,27.6,28.700000000000003
2178,312,cell_2,3.398,0.325,6.772,138.379048,27.6,28.700000000000003
2179,312,cell_3,3.396,0.322,6.772,138.379048,27.6,28.700000000000003
2180,312,cell_4,3.36,0.322,6.772,138.379048,27.6,28.700000000000003
2181,312,cell_5,3.443,0.327,6.772,138.379048,27.6,28.700000000000003
2182,312,cell_6,3.443,0.327,6.772,138.379048,27.6,28.700000000000003
2183,312,cell_average,3.405666666666667,0.3245,6.772,138.379048,27.6,28.700000000000003
2184,313,cell_1,3.384,0.324,7.1610000000000005,144.623556,27.6,28.700000000000003
2185,313,cell_2,3.342,0.325,7.1610000000000005,144.623556,27.6,28.700000000000003
2186,313,cell_3,3.3930000000000002,0.322,7.1610000000000005,144.623556,27.6,28.700000000000003
2187,313,cell_4,3.1910000000000003,0.322,7.1610000000000005,144.623556,27.6,28.700000000000003
2188,313,cell_5,3.443,0.327,7.1610000000000005,144.623556,27.6,28.700000000000003
2189,313,cell_6,3.443,0.327,7.1610000000000005,144.623556,27.6,28.700000000000003
2190,313,cell_average,3.366,0.3245,7.1610000000000005,144.623556,27.6,28.700000000000003
2191,314,cell_1,3.384,0.324,10.352,209.068992,27.6,28.8
2192,314,cell_2,3.342,0.325,10.352,209.068992,27.6,28.8
2193,314,cell_3,3.3930000000000002,0.322,10.352,209.068992,27.6,28.8
2194,314,cell_4,3.1910000000000003,0.322,10.352,209.068992,27.6,28.8
2195,314,cell_5,3.443,0.327,10.352,209.068992,27.6,28.8
2196,314,cell_6,3.443,0.327,10.352,209.068992,27.6,28.8
2197,314,cell_average,3.366,0.3245,10.352,209.068992,27.6,28.8
2198,315,cell_1,3.384,0.324,8.873,179.88232899999997,27.700000000000003,28.8
2199,315,cell_2,3.342,0.325,8.873,179.88232899999997,27.700000000000003,28.8
2200,315,cell_3,3.3930000000000002,0.322,8.873,179.88232899999997,27.700000000000003,28.8
2201,315,cell_4,3.315,0.322,8.873,179.88232899999997,27.700000000000003,28.8
2202,315,cell_5,3.43,0.327,8.873,179.88232899999997,27.700000000000003,28.8
2203,315,cell_6,3.4090000000000003,0.327,8.873,179.88232899999997,27.700000000000003,28.8
2204,315,cell_average,3.378833333333333,0.3245,8.873,179.88232899999997,27.700000000000003,28.8
2205,316,cell_1,3.384,0.324,8.251,167.27252299999998,27.700000000000003,28.8
2206,316,cell_2,3.342,0.325,8.251,167.27252299999998,27.700000000000003,28.8
2207,316,cell_3,3.3930000000000002,0.322,8.251,167.27252299999998,27.700000000000003,28.8
2208,316,cell_4,3.315,0.322,8.251,167.27252299999998,27.700000000000003,28.8
2209,316,cell_5,3.43,0.327,8.251,167.27252299999998,27.700000000000003,28.8
2210,316,cell_6,3.4090000000000003,0.327,8.251,167.27252299999998,27.700000000000003,28.8
2211,316,cell_average,3.378833333333333,0.3245,8.251,167.27252299999998,27.700000000000003,28.8
2212,317,cell_1,3.428,0.324,8.251,167.701575,27.700000000000003,28.8
2213,317,cell_2,3.371,0.325,8.251,167.701575,27.700000000000003,28.8
2214,317,cell_3,3.376,0.322,8.251,167.701575,27.700000000000003,28.8
2215,317,cell_4,3.311,0.322,8.251,167.701575,27.700000000000003,28.8
2216,317,cell_5,3.43,0.327,8.251,167.701575,27.700000000000003,28.8
2217,317,cell_6,3.4090000000000003,0.327,8.251,167.701575,27.700000000000003,28.8
2218,317,cell_average,3.3874999999999997,0.3245,8.251,167.701575,27.700000000000003,28.8
2219,318,cell_1,3.428,0.324,10.43,211.98975,27.700000000000003,28.900000000000002
2220,318,cell_2,3.371,0.325,10.43,211.98975,27.700000000000003,28.900000000000002
2221,318,cell_3,3.376,0.322,10.43,211.98975,27.700000000000003,28.900000000000002
2222,318,cell_4,3.311,0.322,10.43,211.98975,27.700000000000003,28.900000000000002
2223,318,cell_5,3.43,0.327,10.43,211.98975,27.700000000000003,28.900000000000002
2224,318,cell_6,3.4090000000000003,0.327,10.43,211.98975,27.700000000000003,28.900000000000002
2225,318,cell_average,3.3874999999999997,0.3245,10.43,211.98975,27.700000000000003,28.900000000000002
2226,319,cell_1,3.428,0.324,10.041,204.645621,27.700000000000003,28.900000000000002
2227,319,cell_2,3.371,0.325,10.041,204.645621,27.700000000000003,28.900000000000002
2228,319,cell_3,3.376,0.322,10.041,204.645621,27.700000000000003,28.900000000000002
2229,319,cell_4,3.338,0.322,10.041,204.645621,27.700000000000003,28.900000000000002
2230,319,cell_5,3.439,0.327,10.041,204.645621,27.700000000000003,28.900000000000002
2231,319,cell_6,3.4290000000000003,0.327,10.041,204.645621,27.700000000000003,28.900000000000002
2232,319,cell_average,3.3968333333333334,0.3245,10.041,204.645621,27.700000000000003,28.900000000000002
2233,320,cell_1,3.428,0.324,10.041,202.52697000000003,27.700000000000003,28.900000000000002
2234,320,cell_2,3.392,0.325,10.041,202.52697000000003,27.700000000000003,28.900000000000002
2235,320,cell_3,3.327,0.322,10.041,202.52697000000003,27.700000000000003,28.900000000000002
2236,320,cell_4,3.1550000000000002,0.322,10.041,202.52697000000003,27.700000000000003,28.900000000000002
2237,320,cell_5,3.439,0.327,10.041,202.52697000000003,27.700000000000003,28.900000000000002
2238,320,cell_6,3.4290000000000003,0.327,10.041,202.52697000000003,27.700000000000003,28.900000000000002
2239,320,cell_average,3.361666666666667,0.3245,10.041,202.52697000000003,27.700000000000003,28.900000000000002
2240,321,cell_1,3.359,0.324,11.52,232.09344,27.8,29.0
2241,321,cell_2,3.354,0.325,11.52,232.09344,27.8,29.0
2242,321,cell_3,3.411,0.322,11.52,232.09344,27.8,29.0
2243,321,cell_4,3.1550000000000002,0.322,11.52,232.09344,27.8,29.0
2244,321,cell_5,3.439,0.327,11.52,232.09344,27.8,29.0
2245,321,cell_6,3.4290000000000003,0.327,11.52,232.09344,27.8,29.0
2246,321,cell_average,3.3578333333333332,0.3245,11.52,232.09344,27.8,29.0
2247,322,cell_1,3.359,0.324,9.885,200.359065,27.8,29.0
2248,322,cell_2,3.354,0.325,9.885,200.359065,27.8,29.0
2249,322,cell_3,3.411,0.322,9.885,200.359065,27.8,29.0
2250,322,cell_4,3.302,0.322,9.885,200.359065,27.8,29.0
2251,322,cell_5,3.428,0.327,9.885,200.359065,27.8,29.0
2252,322,cell_6,3.415,0.327,9.885,200.359065,27.8,29.0
2253,322,cell_average,3.3781666666666665,0.3245,9.885,200.359065,27.8,29.0
2254,323,cell_1,3.359,0.324,9.885,200.359065,27.8,29.0
2255,323,cell_2,3.354,0.325,9.885,200.359065,27.8,29.0
2256,323,cell_3,3.411,0.322,9.885,200.359065,27.8,29.0
2257,323,cell_4,3.302,0.322,9.885,200.359065,27.8,29.0
2258,323,cell_5,3.428,0.327,9.885,200.359065,27.8,29.0
2259,323,cell_6,3.415,0.327,9.885,200.359065,27.8,29.0
2260,323,cell_average,3.3781666666666665,0.3245,9.885,200.359065,27.8,29.0
2261,324,cell_1,3.3810000000000002,0.324,8.173,165.49507699999998,27.8,29.0
2262,324,cell_2,3.327,0.325,8.173,165.49507699999998,27.8,29.0
2263,324,cell_3,3.367,0.322,8.173,165.49507699999998,27.8,29.0
2264,324,cell_4,3.331,0.322,8.173,165.49507699999998,27.8,29.0
2265,324,cell_5,3.428,0.327,8.173,165.49507699999998,27.8,29.0
2266,324,cell_6,3.415,0.327,8.173,165.49507699999998,27.8,29.0
2267,324,cell_average,3.374833333333333,0.3245,8.173,165.49507699999998,27.8,29.0
2268,325,cell_1,3.3810000000000002,0.324,9.73,197.02277,27.900000000000002,29.1
2269,325,cell_2,3.327,0.325,9.73,197.02277,27.900000000000002,29.1
2270,325,cell_3,3.367,0.322,9.73,197.02277,27.900000000000002,29.1
2271,325,cell_4,3.331,0.322,9.73,197.02277,27.900000000000002,29.1
2272,325,cell_5,3.428,0.327,9.73,197.02277,27.900000000000002,29.1
2273,325,cell_6,3.415,0.327,9.73,197.02277,27.900000000000002,29.1
2274,325,cell_average,3.374833333333333,0.3245,9.73,197.02277,27.900000000000002,29.1
2275,326,cell_1,3.3810000000000002,0.324,10.197000000000001,206.519841,27.900000000000002,29.1
2276,326,cell_2,3.41,0.325,10.197000000000001,206.519841,27.900000000000002,29.1
2277,326,cell_3,3.355,0.322,10.197000000000001,206.519841,27.900000000000002,29.1
2278,326,cell_4,3.259,0.322,10.197000000000001,206.519841,27.900000000000002,29.1
2279,326,cell_5,3.427,0.327,10.197000000000001,206.519841,27.900000000000002,29.1
2280,326,cell_6,3.4210000000000003,0.327,10.197000000000001,206.519841,27.900000000000002,29.1
2281,326,cell_average,3.3755,0.3245,10.197000000000001,206.519841,27.900000000000002,29.1
2282,327,cell_1,3.3810000000000002,0.324,9.73,197.06169,27.900000000000002,29.1
2283,327,cell_2,3.41,0.325,9.73,197.06169,27.900000000000002,29.1
2284,327,cell_3,3.355,0.322,9.73,197.06169,27.900000000000002,29.1
2285,327,cell_4,3.259,0.322,9.73,197.06169,27.900000000000002,29.1
2286,327,cell_5,3.427,0.327,9.73,197.06169,27.900000000000002,29.1
2287,327,cell_6,3.4210000000000003,0.327,9.73,197.06169,27.900000000000002,29.1
2288,327,cell_average,3.3755,0.3245,9.73,197.06169,27.900000000000002,29.1
2289,328,cell_1,3.426,0.324,7.55,153.42355,27.900000000000002,29.200000000000003
2290,328,cell_2,3.4330000000000003,0.325,7.55,153.42355,27.900000000000002,29.200000000000003
2291,328,cell_3,3.355,0.322,7.55,153.42355,27.900000000000002,29.200000000000003
2292,328,cell_4,3.259,0.322,7.55,153.42355,27.900000000000002,29.200000000000003
2293,328,cell_5,3.427,0.327,7.55,153.42355,27.900000000000002,29.200000000000003
2294,328,cell_6,3.4210000000000003,0.327,7.55,153.42355,27.900000000000002,29.200000000000003
2295,328,cell_average,3.3868333333333336,0.3245,7.55,153.42355,27.900000000000002,29.200000000000003
2296,329,cell_1,3.426,0.324,7.55,153.42355,27.900000000000002,29.200000000000003
2297,329,cell_2,3.4330000000000003,0.325,7.55,153.42355,27.900000000000002,29.200000000000003
2298,329,cell_3,3.355,0.322,7.55,153.42355,27.900000000000002,29.200000000000003
2299,329,cell_4,3.259,0.322,7.55,153.42355,27.900000000000002,29.200000000000003
2300,329,cell_5,3.427,0.327,7.55,153.42355,27.900000000000002,29.200000000000003
2301,329,cell_6,3.4210000000000003,0.327,7.55,153.42355,27.900000000000002,29.200000000000003
2302,329,cell_average,3.3868333333333336,0.3245,7.55,153.42355,27.900000000000002,29.200000000000003
2303,330,cell_1,3.426,0.324,9.652000000000001,196.56298000000004,27.900000000000002,29.200000000000003
2304,330,cell_2,3.43,0.325,9.652000000000001,196.56298000000004,27.900000000000002,29.200000000000003
2305,330,cell_3,3.383,0.322,9.652000000000001,196.56298000000004,27.900000000000002,29.200000000000003
2306,330,cell_4,3.334,0.322,9.652000000000001,196.56298000000004,27.900000000000002,29.200000000000003
2307,330,cell_5,3.404,0.327,9.652000000000001,196.56298000000004,27.900000000000002,29.200000000000003
2308,330,cell_6,3.388,0.327,9.652000000000001,196.56298000000004,27.900000000000002,29.200000000000003
2309,330,cell_average,3.394166666666667,0.3245,9.652000000000001,196.56298000000004,27.900000000000002,29.200000000000003
2310,331,cell_1,3.426,0.324,8.406,171.18819000000002,28.0,29.200000000000003
2311,331,cell_2,3.43,0.325,8.406,171.18819000000002,28.0,29.200000000000003
2312,331,cell_3,3.383,0.322,8.406,171.18819000000002,28.0,29.200000000000003
2313,331,cell_4,3.334,0.322,8.406,171.18819000000002,28.0,29.200000000000003
2314,331,cell_5,3.404,0.327,8.406,171.18819000000002,28.0,29.200000000000003
2315,331,cell_6,3.388,0.327,8.406,171.18819000000002,28.0,29.200000000000003
2316,331,cell_average,3.394166666666667,0.3245,8.406,171.18819000000002,28.0,29.200000000000003
2317,332,cell_1,3.4170000000000003,0.324,9.885,200.63584499999996,28.0,29.3
2318,332,cell_2,3.371,0.325,9.885,200.63584499999996,28.0,29.3
2319,332,cell_3,3.383,0.322,9.885,200.63584499999996,28.0,29.3
2320,332,cell_4,3.334,0.322,9.885,200.63584499999996,28.0,29.3
2321,332,cell_5,3.404,0.327,9.885,200.63584499999996,28.0,29.3
2322,332,cell_6,3.388,0.327,9.885,200.63584499999996,28.0,29.3
2323,332,cell_average,3.3828333333333327,0.3245,9.885,200.63584499999996,28.0,29.3
2324,333,cell_1,3.4170000000000003,0.324,10.664,216.44720799999996,28.0,29.3
2325,333,cell_2,3.371,0.325,10.664,216.44720799999996,28.0,29.3
2326,333,cell_3,3.383,0.322,10.664,216.44720799999996,28.0,29.3
2327,333,cell_4,3.334,0.322,10.664,216.44720799999996,28.0,29.3
2328,333,cell_5,3.404,0.327,10.664,216.44720799999996,28.0,29.3
2329,333,cell_6,3.388,0.327,10.664,216.44720799999996,28.0,29.3
2330,333,cell_average,3.3828333333333327,0.3245,10.664,216.44720799999996,28.0,29.3
2331,334,cell_1,3.4170000000000003,0.324,9.652000000000001,194.00520000000003,28.0,29.3
2332,334,cell_2,3.327,0.325,9.652000000000001,194.00520000000003,28.0,29.3
2333,334,cell_3,3.345,0.322,9.652000000000001,194.00520000000003,28.0,29.3
2334,334,cell_4,3.2960000000000003,0.322,9.652000000000001,194.00520000000003,28.0,29.3
2335,334,cell_5,3.366,0.327,9.652000000000001,194.00520000000003,28.0,29.3
2336,334,cell_6,3.349,0.327,9.652000000000001,194.00520000000003,28.0,29.3
2337,334,cell_average,3.35,0.3245,9.652000000000001,194.00520000000003,28.0,29.3
2338,335,cell_1,3.4170000000000003,0.324,9.652000000000001,194.00520000000003,28.0,29.3
2339,335,cell_2,3.327,0.325,9.652000000000001,194.00520000000003,28.0,29.3
2340,335,cell_3,3.345,0.322,9.652000000000001,194.00520000000003,28.0,29.3
2341,335,cell_4,3.2960000000000003,0.322,9.652000000000001,194.00520000000003,28.0,29.3
2342,335,cell_5,3.366,0.327,9.652000000000001,194.00520000000003,28.0,29.3
2343,335,cell_6,3.349,0.327,9.652000000000001,194.00520000000003,28.0,29.3
2344,335,cell_average,3.35,0.3245,9.652000000000001,194.00520000000003,28.0,29.3
2345,336,cell_1,3.368,0.324,9.34,187.3604,28.1,29.400000000000002
2346,336,cell_2,3.412,0.325,9.34,187.3604,28.1,29.400000000000002
2347,336,cell_3,3.269,0.322,9.34,187.3604,28.1,29.400000000000002
