,frame,cell number,voltage,resistance,current,power
3196,457,cell_5,3.418,0.321,9.185,189.10078000000001
3197,457,cell_6,3.4330000000000003,0.322,9.185,189.10078000000001
3198,457,cell_average,3.4313333333333333,0.3185,9.185,189.10078000000001
3199,458,cell_1,3.463,0.318,9.185,188.20065000000002
3200,458,cell_2,3.395,0.317,9.185,188.20065000000002
3201,458,cell_3,3.465,0.314,9.185,188.20065000000002
3202,458,cell_4,3.3160000000000003,0.319,9.185,188.20065000000002
3203,458,cell_5,3.418,0.321,9.185,188.20065000000002
3204,458,cell_6,3.4330000000000003,0.322,9.185,188.20065000000002
3205,458,cell_average,3.4150000000000005,0.3185,9.185,188.20065000000002
3206,459,cell_1,3.463,0.318,9.107,186.60243
3207,459,cell_2,3.395,0.317,9.107,186.60243
3208,459,cell_3,3.465,0.314,9.107,186.60243
3209,459,cell_4,3.3160000000000003,0.319,9.107,186.60243
3210,459,cell_5,3.418,0.321,9.107,186.60243
3211,459,cell_6,3.4330000000000003,0.322,9.107,186.60243
3212,459,cell_average,3.4150000000000005,0.3185,9.107,186.60243
3213,460,cell_1,3.463,0.318,7.939,160.510702
3214,460,cell_2,3.395,0.317,7.939,160.510702
3215,460,cell_3,3.4170000000000003,0.314,7.939,160.510702
3216,460,cell_4,3.259,0.319,7.939,160.510702
3217,460,cell_5,3.35,0.321,7.939,160.510702
3218,460,cell_6,3.334,0.322,7.939,160.510702
3219,460,cell_average,3.369666666666667,0.3185,7.939,160.510702
3220,461,cell_1,3.463,0.318,7.939,160.510702
3221,461,cell_2,3.395,0.317,7.939,160.510702
3222,461,cell_3,3.4170000000000003,0.314,7.939,160.510702
3223,461,cell_4,3.259,0.319,7.939,160.510702
3224,461,cell_5,3.35,0.321,7.939,160.510702
3225,461,cell_6,3.334,0.322,7.939,160.510702
3226,461,cell_average,3.369666666666667,0.3185,7.939,160.510702
3227,462,cell_1,3.463,0.318,9.107,184.01604199999997
3228,462,cell_2,3.388,0.317,9.107,184.01604199999997
3229,462,cell_3,3.412,0.314,9.107,184.01604199999997
3230,462,cell_4,3.259,0.319,9.107,184.01604199999997
3231,462,cell_5,3.35,0.321,9.107,184.01604199999997
3232,462,cell_6,3.334,0.322,9.107,184.01604199999997
3233,462,cell_average,3.3676666666666666,0.3185,9.107,184.01604199999997
3234,463,cell_1,3.463,0.318,8.562,173.00377199999997
3235,463,cell_2,3.388,0.317,8.562,173.00377199999997
3236,463,cell_3,3.412,0.314,8.562,173.00377199999997
3237,463,cell_4,3.259,0.319,8.562,173.00377199999997
3238,463,cell_5,3.35,0.321,8.562,173.00377199999997
3239,463,cell_6,3.334,0.322,8.562,173.00377199999997
3240,463,cell_average,3.3676666666666666,0.3185,8.562,173.00377199999997
3241,464,cell_1,3.4,0.318,7.472,151.173504
3242,464,cell_2,3.418,0.317,7.472,151.173504
3243,464,cell_3,3.426,0.314,7.472,151.173504
3244,464,cell_4,3.218,0.319,7.472,151.173504
3245,464,cell_5,3.3770000000000002,0.321,7.472,151.173504
3246,464,cell_6,3.3930000000000002,0.322,7.472,151.173504
3247,464,cell_average,3.372,0.3185,7.472,151.173504
3248,465,cell_1,3.4,0.318,8.718,176.382576
3249,465,cell_2,3.418,0.317,8.718,176.382576
3250,465,cell_3,3.426,0.314,8.718,176.382576
3251,465,cell_4,3.218,0.319,8.718,176.382576
3252,465,cell_5,3.3770000000000002,0.321,8.718,176.382576
3253,465,cell_6,3.3930000000000002,0.322,8.718,176.382576
3254,465,cell_average,3.372,0.3185,8.718,176.382576
3255,466,cell_1,3.46,0.318,8.328,169.89952799999998
3256,466,cell_2,3.463,0.317,8.328,169.89952799999998
3257,466,cell_3,3.456,0.314,8.328,169.89952799999998
3258,466,cell_4,3.255,0.319,8.328,169.89952799999998
3259,466,cell_5,3.349,0.321,8.328,169.89952799999998
3260,466,cell_6,3.418,0.322,8.328,169.89952799999998
3261,466,cell_average,3.400166666666667,0.3185,8.328,169.89952799999998
3262,467,cell_1,3.46,0.318,9.963000000000001,203.255163
3263,467,cell_2,3.463,0.317,9.963000000000001,203.255163
3264,467,cell_3,3.456,0.314,9.963000000000001,203.255163
3265,467,cell_4,3.255,0.319,9.963000000000001,203.255163
3266,467,cell_5,3.349,0.321,9.963000000000001,203.255163
3267,467,cell_6,3.418,0.322,9.963000000000001,203.255163
3268,467,cell_average,3.400166666666667,0.3185,9.963000000000001,203.255163
3269,468,cell_1,3.451,0.318,7.784,159.657624
3270,468,cell_2,3.457,0.317,7.784,159.657624
3271,468,cell_3,3.451,0.314,7.784,159.657624
3272,468,cell_4,3.3200000000000003,0.319,7.784,159.657624
3273,468,cell_5,3.41,0.321,7.784,159.657624
3274,468,cell_6,3.422,0.322,7.784,159.657624
3275,468,cell_average,3.4185,0.3185,7.784,159.657624
3276,469,cell_1,3.4290000000000003,0.318,9.574,195.079824
3277,469,cell_2,3.379,0.317,9.574,195.079824
3278,469,cell_3,3.416,0.314,9.574,195.079824
3279,469,cell_4,3.3200000000000003,0.319,9.574,195.079824
3280,469,cell_5,3.41,0.321,9.574,195.079824
3281,469,cell_6,3.422,0.322,9.574,195.079824
3282,469,cell_average,3.3960000000000004,0.3185,9.574,195.079824
3283,470,cell_1,3.4290000000000003,0.318,9.807,199.82743200000002
3284,470,cell_2,3.379,0.317,9.807,199.82743200000002
3285,470,cell_3,3.416,0.314,9.807,199.82743200000002
3286,470,cell_4,3.3200000000000003,0.319,9.807,199.82743200000002
3287,470,cell_5,3.41,0.321,9.807,199.82743200000002
3288,470,cell_6,3.422,0.322,9.807,199.82743200000002
3289,470,cell_average,3.3960000000000004,0.3185,9.807,199.82743200000002
3290,471,cell_1,3.4290000000000003,0.318,9.652000000000001,194.42988800000003
3291,471,cell_2,3.379,0.317,9.652000000000001,194.42988800000003
3292,471,cell_3,3.416,0.314,9.652000000000001,194.42988800000003
3293,471,cell_4,3.23,0.319,9.652000000000001,194.42988800000003
3294,471,cell_5,3.332,0.321,9.652000000000001,194.42988800000003
3295,471,cell_6,3.358,0.322,9.652000000000001,194.42988800000003
3296,471,cell_average,3.3573333333333335,0.3185,9.652000000000001,194.42988800000003
3297,472,cell_1,3.4290000000000003,0.318,9.73,196.00112000000001
3298,472,cell_2,3.379,0.317,9.73,196.00112000000001
3299,472,cell_3,3.416,0.314,9.73,196.00112000000001
3300,472,cell_4,3.23,0.319,9.73,196.00112000000001
3301,472,cell_5,3.332,0.321,9.73,196.00112000000001
3302,472,cell_6,3.358,0.322,9.73,196.00112000000001
3303,472,cell_average,3.3573333333333335,0.3185,9.73,196.00112000000001
3304,473,cell_1,3.36,0.318,9.807,197.542401
3305,473,cell_2,3.434,0.317,9.807,197.542401
3306,473,cell_3,3.432,0.314,9.807,197.542401
3307,473,cell_4,3.227,0.319,9.807,197.542401
3308,473,cell_5,3.332,0.321,9.807,197.542401
3309,473,cell_6,3.358,0.322,9.807,197.542401
3310,473,cell_average,3.3571666666666666,0.3185,9.807,197.542401
3311,474,cell_1,3.36,0.318,9.262,187.86114600000002
3312,474,cell_2,3.434,0.317,9.262,187.86114600000002
3313,474,cell_3,3.432,0.314,9.262,187.86114600000002
3314,474,cell_4,3.3040000000000003,0.319,9.262,187.86114600000002
3315,474,cell_5,3.398,0.321,9.262,187.86114600000002
3316,474,cell_6,3.355,0.322,9.262,187.86114600000002
3317,474,cell_average,3.3805,0.3185,9.262,187.86114600000002
3318,475,cell_1,3.36,0.318,9.107,184.71728099999999
3319,475,cell_2,3.434,0.317,9.107,184.71728099999999
3320,475,cell_3,3.432,0.314,9.107,184.71728099999999
3321,475,cell_4,3.3040000000000003,0.319,9.107,184.71728099999999
3322,475,cell_5,3.398,0.321,9.107,184.71728099999999
3323,475,cell_6,3.355,0.322,9.107,184.71728099999999
3324,475,cell_average,3.3805,0.3185,9.107,184.71728099999999
3325,476,cell_1,3.456,0.318,7.316,148.470904
3326,476,cell_2,3.4010000000000002,0.317,7.316,148.470904
3327,476,cell_3,3.4290000000000003,0.314,7.316,148.470904
3328,476,cell_4,3.255,0.319,7.316,148.470904
3329,476,cell_5,3.398,0.321,7.316,148.470904
3330,476,cell_6,3.355,0.322,7.316,148.470904
3331,476,cell_average,3.3823333333333334,0.3185,7.316,148.470904
3332,477,cell_1,3.456,0.318,7.316,148.470904
3333,477,cell_2,3.4010000000000002,0.317,7.316,148.470904
3334,477,cell_3,3.4290000000000003,0.314,7.316,148.470904
3335,477,cell_4,3.255,0.319,7.316,148.470904
3336,477,cell_5,3.398,0.321,7.316,148.470904
3337,477,cell_6,3.355,0.322,7.316,148.470904
3338,477,cell_average,3.3823333333333334,0.3185,7.316,148.470904
3339,478,cell_1,3.456,0.318,9.185,186.06054500000002
3340,478,cell_2,3.4010000000000002,0.317,9.185,186.06054500000002
3341,478,cell_3,3.4290000000000003,0.314,9.185,186.06054500000002
3342,478,cell_4,3.235,0.319,9.185,186.06054500000002
3343,478,cell_5,3.353,0.321,9.185,186.06054500000002
3344,478,cell_6,3.383,0.322,9.185,186.06054500000002
3345,478,cell_average,3.3761666666666668,0.3185,9.185,186.06054500000002
3346,479,cell_1,3.456,0.318,8.328,168.700296
3347,479,cell_2,3.4010000000000002,0.317,8.328,168.700296
3348,479,cell_3,3.4290000000000003,0.314,8.328,168.700296
3349,479,cell_4,3.235,0.319,8.328,168.700296
3350,479,cell_5,3.353,0.321,8.328,168.700296
3351,479,cell_6,3.383,0.322,8.328,168.700296
3352,479,cell_average,3.3761666666666668,0.3185,8.328,168.700296
3353,480,cell_1,3.424,0.318,8.251,167.88309699999996
3354,480,cell_2,3.452,0.317,8.251,167.88309699999996
3355,480,cell_3,3.463,0.314,8.251,167.88309699999996
3356,480,cell_4,3.2720000000000002,0.319,8.251,167.88309699999996
3357,480,cell_5,3.353,0.321,8.251,167.88309699999996
3358,480,cell_6,3.383,0.322,8.251,167.88309699999996
3359,480,cell_average,3.3911666666666664,0.3185,8.251,167.88309699999996
3360,481,cell_1,3.424,0.318,9.34,190.04097999999996
3361,481,cell_2,3.452,0.317,9.34,190.04097999999996
3362,481,cell_3,3.463,0.314,9.34,190.04097999999996
3363,481,cell_4,3.2720000000000002,0.319,9.34,190.04097999999996
3364,481,cell_5,3.353,0.321,9.34,190.04097999999996
3365,481,cell_6,3.383,0.322,9.34,190.04097999999996
3366,481,cell_average,3.3911666666666664,0.3185,9.34,190.04097999999996
3367,482,cell_1,3.424,0.318,8.562,175.06721399999995
3368,482,cell_2,3.452,0.317,8.562,175.06721399999995
3369,482,cell_3,3.463,0.314,8.562,175.06721399999995
3370,482,cell_4,3.287,0.319,8.562,175.06721399999995
3371,482,cell_5,3.4010000000000002,0.321,8.562,175.06721399999995
3372,482,cell_6,3.42,0.322,8.562,175.06721399999995
3373,482,cell_average,3.4078333333333326,0.3185,8.562,175.06721399999995
3374,483,cell_1,3.424,0.318,8.484,173.47234799999995
3375,483,cell_2,3.452,0.317,8.484,173.47234799999995
3376,483,cell_3,3.463,0.314,8.484,173.47234799999995
3377,483,cell_4,3.287,0.319,8.484,173.47234799999995
3378,483,cell_5,3.4010000000000002,0.321,8.484,173.47234799999995
3379,483,cell_6,3.42,0.322,8.484,173.47234799999995
3380,483,cell_average,3.4078333333333326,0.3185,8.484,173.47234799999995
3381,484,cell_1,3.426,0.318,8.951,181.30250500000002
3382,484,cell_2,3.415,0.317,8.951,181.30250500000002
3383,484,cell_3,3.3890000000000002,0.314,8.951,181.30250500000002
3384,484,cell_4,3.204,0.319,8.951,181.30250500000002
3385,484,cell_5,3.4010000000000002,0.321,8.951,181.30250500000002
3386,484,cell_6,3.42,0.322,8.951,181.30250500000002
3387,484,cell_average,3.375833333333334,0.3185,8.951,181.30250500000002
3388,485,cell_1,3.426,0.318,7.628,154.108484
3389,485,cell_2,3.415,0.317,7.628,154.108484
3390,485,cell_3,3.3890000000000002,0.314,7.628,154.108484
3391,485,cell_4,3.285,0.319,7.628,154.108484
3392,485,cell_5,3.327,0.321,7.628,154.108484
3393,485,cell_6,3.361,0.322,7.628,154.108484
3394,485,cell_average,3.3671666666666664,0.3185,7.628,154.108484
3395,486,cell_1,3.426,0.318,7.1610000000000005,144.673683
3396,486,cell_2,3.415,0.317,7.1610000000000005,144.673683
3397,486,cell_3,3.3890000000000002,0.314,7.1610000000000005,144.673683
3398,486,cell_4,3.285,0.319,7.1610000000000005,144.673683
3399,486,cell_5,3.327,0.321,7.1610000000000005,144.673683
3400,486,cell_6,3.361,0.322,7.1610000000000005,144.673683
3401,486,cell_average,3.3671666666666664,0.3185,7.1610000000000005,144.673683
3402,487,cell_1,3.456,0.318,8.017,163.402494
3403,487,cell_2,3.461,0.317,8.017,163.402494
3404,487,cell_3,3.461,0.314,8.017,163.402494
3405,487,cell_4,3.3160000000000003,0.319,8.017,163.402494
3406,487,cell_5,3.327,0.321,8.017,163.402494
3407,487,cell_6,3.361,0.322,8.017,163.402494
3408,487,cell_average,3.3970000000000002,0.3185,8.017,163.402494
3409,488,cell_1,3.456,0.318,7.239,147.545298
3410,488,cell_2,3.461,0.317,7.239,147.545298
3411,488,cell_3,3.461,0.314,7.239,147.545298
3412,488,cell_4,3.3160000000000003,0.319,7.239,147.545298
3413,488,cell_5,3.327,0.321,7.239,147.545298
3414,488,cell_6,3.361,0.322,7.239,147.545298
3415,488,cell_average,3.3970000000000002,0.3185,7.239,147.545298
3416,489,cell_1,3.456,0.318,10.352,210.96340800000002
3417,489,cell_2,3.461,0.317,10.352,210.96340800000002
3418,489,cell_3,3.461,0.314,10.352,210.96340800000002
3419,489,cell_4,3.248,0.319,10.352,210.96340800000002
3420,489,cell_5,3.337,0.321,10.352,210.96340800000002
3421,489,cell_6,3.416,0.322,10.352,210.96340800000002
3422,489,cell_average,3.3965,0.3185,10.352,210.96340800000002
3423,490,cell_1,3.456,0.318,9.574,195.10854600000002
3424,490,cell_2,3.461,0.317,9.574,195.10854600000002
3425,490,cell_3,3.461,0.314,9.574,195.10854600000002
3426,490,cell_4,3.248,0.319,9.574,195.10854600000002
3427,490,cell_5,3.337,0.321,9.574,195.10854600000002
3428,490,cell_6,3.416,0.322,9.574,195.10854600000002
3429,490,cell_average,3.3965,0.3185,9.574,195.10854600000002
3430,491,cell_1,3.435,0.318,7.628,155.62645600000002
3431,491,cell_2,3.46,0.317,7.628,155.62645600000002
3432,491,cell_3,3.455,0.314,7.628,155.62645600000002
3433,491,cell_4,3.299,0.319,7.628,155.62645600000002
3434,491,cell_5,3.337,0.321,7.628,155.62645600000002
3435,491,cell_6,3.416,0.322,7.628,155.62645600000002
3436,491,cell_average,3.4003333333333337,0.3185,7.628,155.62645600000002
3437,492,cell_1,3.435,0.318,8.406,171.49921200000003
3438,492,cell_2,3.46,0.317,8.406,171.49921200000003
3439,492,cell_3,3.455,0.314,8.406,171.49921200000003
3440,492,cell_4,3.299,0.319,8.406,171.49921200000003
3441,492,cell_5,3.337,0.321,8.406,171.49921200000003
3442,492,cell_6,3.416,0.322,8.406,171.49921200000003
3443,492,cell_average,3.4003333333333337,0.3185,8.406,171.49921200000003
3444,493,cell_1,3.435,0.318,8.795,179.20691999999997
3445,493,cell_2,3.46,0.317,8.795,179.20691999999997
3446,493,cell_3,3.455,0.314,8.795,179.20691999999997
3447,493,cell_4,3.303,0.319,8.795,179.20691999999997
3448,493,cell_5,3.311,0.321,8.795,179.20691999999997
3449,493,cell_6,3.412,0.322,8.795,179.20691999999997
3450,493,cell_average,3.3959999999999995,0.3185,8.795,179.20691999999997
3451,494,cell_1,3.435,0.318,8.951,182.385576
3452,494,cell_2,3.46,0.317,8.951,182.385576
3453,494,cell_3,3.455,0.314,8.951,182.385576
3454,494,cell_4,3.303,0.319,8.951,182.385576
3455,494,cell_5,3.311,0.321,8.951,182.385576
3456,494,cell_6,3.412,0.322,8.951,182.385576
3457,494,cell_average,3.3959999999999995,0.3185,8.951,182.385576
3458,495,cell_1,3.457,0.318,7.239,147.827619
3459,495,cell_2,3.465,0.317,7.239,147.827619
3460,495,cell_3,3.465,0.314,7.239,147.827619
3461,495,cell_4,3.311,0.319,7.239,147.827619
3462,495,cell_5,3.311,0.321,7.239,147.827619
3463,495,cell_6,3.412,0.322,7.239,147.827619
3464,495,cell_average,3.4034999999999997,0.3185,7.239,147.827619
3465,496,cell_1,3.457,0.318,7.239,148.508085
3466,496,cell_2,3.465,0.317,7.239,148.508085
3467,496,cell_3,3.465,0.314,7.239,148.508085
3468,496,cell_4,3.311,0.319,7.239,148.508085
3469,496,cell_5,3.4010000000000002,0.321,7.239,148.508085
3470,496,cell_6,3.416,0.322,7.239,148.508085
3471,496,cell_average,3.419166666666667,0.3185,7.239,148.508085
3472,497,cell_1,3.457,0.318,9.029,185.229935
3473,497,cell_2,3.465,0.317,9.029,185.229935
3474,497,cell_3,3.465,0.314,9.029,185.229935
3475,497,cell_4,3.311,0.319,9.029,185.229935
3476,497,cell_5,3.4010000000000002,0.321,9.029,185.229935
3477,497,cell_6,3.416,0.322,9.029,185.229935
3478,497,cell_average,3.419166666666667,0.3185,9.029,185.229935
3479,498,cell_1,3.46,0.318,7.628,156.557072
3480,498,cell_2,3.467,0.317,7.628,156.557072
3481,498,cell_3,3.458,0.314,7.628,156.557072
3482,498,cell_4,3.314,0.319,7.628,156.557072
3483,498,cell_5,3.4090000000000003,0.321,7.628,156.557072
3484,498,cell_6,3.416,0.322,7.628,156.557072
3485,498,cell_average,3.420666666666667,0.3185,7.628,156.557072
3486,499,cell_1,3.46,0.318,7.628,156.557072
3487,499,cell_2,3.467,0.317,7.628,156.557072
3488,499,cell_3,3.458,0.314,7.628,156.557072
3489,499,cell_4,3.314,0.319,7.628,156.557072
3490,499,cell_5,3.4090000000000003,0.321,7.628,156.557072
3491,499,cell_6,3.416,0.322,7.628,156.557072
3492,499,cell_average,3.420666666666667,0.3185,7.628,156.557072
3493,500,cell_1,3.46,0.318,8.562,174.613428
3494,500,cell_2,3.467,0.317,8.562,174.613428
3495,500,cell_3,3.458,0.314,8.562,174.613428
3496,500,cell_4,3.314,0.319,8.562,174.613428
3497,500,cell_5,3.337,0.321,8.562,174.613428
3498,500,cell_6,3.358,0.322,8.562,174.613428
3499,500,cell_average,3.3990000000000005,0.3185,8.562,174.613428
3500,501,cell_1,3.46,0.318,8.095,165.08943000000002
3501,501,cell_2,3.467,0.317,8.095,165.08943000000002
3502,501,cell_3,3.458,0.314,8.095,165.08943000000002
3503,501,cell_4,3.314,0.319,8.095,165.08943000000002
3504,501,cell_5,3.337,0.321,8.095,165.08943000000002
3505,501,cell_6,3.358,0.322,8.095,165.08943000000002
3506,501,cell_average,3.3990000000000005,0.3185,8.095,165.08943000000002
3507,502,cell_1,3.4050000000000002,0.318,8.251,166.579439
3508,502,cell_2,3.412,0.317,8.251,166.579439
3509,502,cell_3,3.399,0.314,8.251,166.579439
3510,502,cell_4,3.214,0.319,8.251,166.579439
3511,502,cell_5,3.4010000000000002,0.321,8.251,166.579439
3512,502,cell_6,3.358,0.322,8.251,166.579439
3513,502,cell_average,3.364833333333334,0.3185,8.251,166.579439
3514,503,cell_1,3.4050000000000002,0.318,10.508000000000001,212.14601200000007
3515,503,cell_2,3.412,0.317,10.508000000000001,212.14601200000007
3516,503,cell_3,3.399,0.314,10.508000000000001,212.14601200000007
3517,503,cell_4,3.214,0.319,10.508000000000001,212.14601200000007
3518,503,cell_5,3.4010000000000002,0.321,10.508000000000001,212.14601200000007
3519,503,cell_6,3.358,0.322,10.508000000000001,212.14601200000007
3520,503,cell_average,3.364833333333334,0.3185,10.508000000000001,212.14601200000007
3521,504,cell_1,3.4050000000000002,0.318,9.34,188.52790000000002
3522,504,cell_2,3.412,0.317,9.34,188.52790000000002
3523,504,cell_3,3.399,0.314,9.34,188.52790000000002
3524,504,cell_4,3.214,0.319,9.34,188.52790000000002
3525,504,cell_5,3.4010000000000002,0.321,9.34,188.52790000000002
3526,504,cell_6,3.354,0.322,9.34,188.52790000000002
3527,504,cell_average,3.364166666666667,0.3185,9.34,188.52790000000002
3528,505,cell_1,3.4050000000000002,0.318,9.185,185.84010500000002
3529,505,cell_2,3.412,0.317,9.185,185.84010500000002
3530,505,cell_3,3.4410000000000003,0.314,9.185,185.84010500000002
3531,505,cell_4,3.277,0.319,9.185,185.84010500000002
3532,505,cell_5,3.344,0.321,9.185,185.84010500000002
3533,505,cell_6,3.354,0.322,9.185,185.84010500000002
3534,505,cell_average,3.3721666666666668,0.3185,9.185,185.84010500000002
3535,506,cell_1,3.4050000000000002,0.318,9.496,192.13256800000002
3536,506,cell_2,3.412,0.317,9.496,192.13256800000002
3537,506,cell_3,3.4410000000000003,0.314,9.496,192.13256800000002
3538,506,cell_4,3.277,0.319,9.496,192.13256800000002
3539,506,cell_5,3.344,0.321,9.496,192.13256800000002
3540,506,cell_6,3.354,0.322,9.496,192.13256800000002
3541,506,cell_average,3.3721666666666668,0.3185,9.496,192.13256800000002
3542,507,cell_1,3.388,0.318,10.586,213.879544
3543,507,cell_2,3.4,0.317,10.586,213.879544
3544,507,cell_3,3.4410000000000003,0.314,10.586,213.879544
3545,507,cell_4,3.277,0.319,10.586,213.879544
3546,507,cell_5,3.344,0.321,10.586,213.879544
3547,507,cell_6,3.354,0.322,10.586,213.879544
3548,507,cell_average,3.3673333333333333,0.3185,10.586,213.879544
3549,508,cell_1,3.388,0.318,9.029,180.995334
3550,508,cell_2,3.4,0.317,9.029,180.995334
3551,508,cell_3,3.404,0.314,9.029,180.995334
3552,508,cell_4,3.253,0.319,9.029,180.995334
3553,508,cell_5,3.2920000000000003,0.321,9.029,180.995334
3554,508,cell_6,3.309,0.322,9.029,180.995334
3555,508,cell_average,3.3410000000000006,0.3185,9.029,180.995334
3556,509,cell_1,3.388,0.318,9.418000000000001,188.79322800000006
3557,509,cell_2,3.4,0.317,9.418000000000001,188.79322800000006
3558,509,cell_3,3.404,0.314,9.418000000000001,188.79322800000006
3559,509,cell_4,3.253,0.319,9.418000000000001,188.79322800000006
3560,509,cell_5,3.2920000000000003,0.321,9.418000000000001,188.79322800000006
3561,509,cell_6,3.309,0.322,9.418000000000001,188.79322800000006
3562,509,cell_average,3.3410000000000006,0.3185,9.418000000000001,188.79322800000006
3563,510,cell_1,3.41,0.318,9.262,186.16620000000003
3564,510,cell_2,3.396,0.317,9.262,186.16620000000003
3565,510,cell_3,3.44,0.314,9.262,186.16620000000003
3566,510,cell_4,3.253,0.319,9.262,186.16620000000003
3567,510,cell_5,3.2920000000000003,0.321,9.262,186.16620000000003
3568,510,cell_6,3.309,0.322,9.262,186.16620000000003
3569,510,cell_average,3.35,0.3185,9.262,186.16620000000003
3570,511,cell_1,3.41,0.318,9.496,190.86960000000002
3571,511,cell_2,3.396,0.317,9.496,190.86960000000002
3572,511,cell_3,3.44,0.314,9.496,190.86960000000002
3573,511,cell_4,3.253,0.319,9.496,190.86960000000002
3574,511,cell_5,3.2920000000000003,0.321,9.496,190.86960000000002
3575,511,cell_6,3.309,0.322,9.496,190.86960000000002
3576,511,cell_average,3.35,0.3185,9.496,190.86960000000002
3577,512,cell_1,3.41,0.318,10.119,202.58238
3578,512,cell_2,3.396,0.317,10.119,202.58238
3579,512,cell_3,3.359,0.314,10.119,202.58238
3580,512,cell_4,3.142,0.319,10.119,202.58238
3581,512,cell_5,3.341,0.321,10.119,202.58238
3582,512,cell_6,3.372,0.322,10.119,202.58238
3583,512,cell_average,3.3366666666666664,0.3185,10.119,202.58238
3584,513,cell_1,3.41,0.318,9.496,190.10992000000002
3585,513,cell_2,3.396,0.317,9.496,190.10992000000002
3586,513,cell_3,3.359,0.314,9.496,190.10992000000002
3587,513,cell_4,3.142,0.319,9.496,190.10992000000002
3588,513,cell_5,3.341,0.321,9.496,190.10992000000002
3589,513,cell_6,3.372,0.322,9.496,190.10992000000002
3590,513,cell_average,3.3366666666666664,0.3185,9.496,190.10992000000002
3591,514,cell_1,3.367,0.318,10.508000000000001,210.548796
3592,514,cell_2,3.398,0.317,10.508000000000001,210.548796
3593,514,cell_3,3.4170000000000003,0.314,10.508000000000001,210.548796
3594,514,cell_4,3.142,0.319,10.508000000000001,210.548796
3595,514,cell_5,3.341,0.321,10.508000000000001,210.548796
3596,514,cell_6,3.372,0.322,10.508000000000001,210.548796
3597,514,cell_average,3.3394999999999997,0.3185,10.508000000000001,210.548796
3598,515,cell_1,3.367,0.318,11.208,224.574696
3599,515,cell_2,3.398,0.317,11.208,224.574696
3600,515,cell_3,3.4170000000000003,0.314,11.208,224.574696
3601,515,cell_4,3.142,0.319,11.208,224.574696
3602,515,cell_5,3.341,0.321,11.208,224.574696
3603,515,cell_6,3.372,0.322,11.208,224.574696
3604,515,cell_average,3.3394999999999997,0.3185,11.208,224.574696
3605,516,cell_1,3.367,0.318,10.741,215.67928
3606,516,cell_2,3.398,0.317,10.741,215.67928
3607,516,cell_3,3.36,0.314,10.741,215.67928
3608,516,cell_4,3.232,0.319,10.741,215.67928
3609,516,cell_5,3.356,0.321,10.741,215.67928
3610,516,cell_6,3.367,0.322,10.741,215.67928
3611,516,cell_average,3.346666666666667,0.3185,10.741,215.67928
3612,517,cell_1,3.367,0.318,10.274000000000001,206.30192000000002
3613,517,cell_2,3.398,0.317,10.274000000000001,206.30192000000002
3614,517,cell_3,3.36,0.314,10.274000000000001,206.30192000000002
3615,517,cell_4,3.232,0.319,10.274000000000001,206.30192000000002
3616,517,cell_5,3.356,0.321,10.274000000000001,206.30192000000002
3617,517,cell_6,3.367,0.322,10.274000000000001,206.30192000000002
3618,517,cell_average,3.346666666666667,0.3185,10.274000000000001,206.30192000000002
3619,518,cell_1,3.439,0.318,7.316,148.30263600000004
3620,518,cell_2,3.444,0.317,7.316,148.30263600000004
3621,518,cell_3,3.4330000000000003,0.314,7.316,148.30263600000004
3622,518,cell_4,3.232,0.319,7.316,148.30263600000004
3623,518,cell_5,3.356,0.321,7.316,148.30263600000004
3624,518,cell_6,3.367,0.322,7.316,148.30263600000004
3625,518,cell_average,3.3785000000000007,0.3185,7.316,148.30263600000004
3626,519,cell_1,3.439,0.318,7.1610000000000005,146.30639100000002
3627,519,cell_2,3.447,0.317,7.1610000000000005,146.30639100000002
3628,519,cell_3,3.447,0.314,7.1610000000000005,146.30639100000002
3629,519,cell_4,3.3040000000000003,0.319,7.1610000000000005,146.30639100000002
3630,519,cell_5,3.3890000000000002,0.321,7.1610000000000005,146.30639100000002
3631,519,cell_6,3.4050000000000002,0.322,7.1610000000000005,146.30639100000002
3632,519,cell_average,3.4051666666666667,0.3185,7.1610000000000005,146.30639100000002
3633,520,cell_1,3.439,0.318,7.1610000000000005,146.327874
3634,520,cell_2,3.447,0.317,7.1610000000000005,146.327874
3635,520,cell_3,3.45,0.314,7.1610000000000005,146.327874
3636,520,cell_4,3.3040000000000003,0.319,7.1610000000000005,146.327874
3637,520,cell_5,3.3890000000000002,0.321,7.1610000000000005,146.327874
3638,520,cell_6,3.4050000000000002,0.322,7.1610000000000005,146.327874
3639,520,cell_average,3.405666666666667,0.3185,7.1610000000000005,146.327874
3640,521,cell_1,3.455,0.318,7.1610000000000005,146.49973800000004
3641,521,cell_2,3.455,0.317,7.1610000000000005,146.49973800000004
3642,521,cell_3,3.45,0.314,7.1610000000000005,146.49973800000004
3643,521,cell_4,3.3040000000000003,0.319,7.1610000000000005,146.49973800000004
3644,521,cell_5,3.3890000000000002,0.321,7.1610000000000005,146.49973800000004
3645,521,cell_6,3.4050000000000002,0.322,7.1610000000000005,146.49973800000004
3646,521,cell_average,3.409666666666667,0.3185,7.1610000000000005,146.49973800000004
3647,522,cell_1,3.455,0.318,7.1610000000000005,146.49973800000004
3648,522,cell_2,3.455,0.317,7.1610000000000005,146.49973800000004
3649,522,cell_3,3.45,0.314,7.1610000000000005,146.49973800000004
